time,DailyPrecipitation
25/08/03,11.7102156
26/08/03,3.27675891
27/08/03,1.72866964
28/08/03,1.37210071
29/08/03,1.61695957
30/08/03,0.004107188
31/08/03,2.56800938
1/09/03,6.67836857
2/09/03,13.3085012
3/09/03,0.013265969
4/09/03,28.9466095
5/09/03,0.141214013
6/09/03,20.9227085
7/09/03,0.273698419
8/09/03,0.978818417
9/09/03,7.73970175
10/09/03,24.3011856
11/09/03,1.74877334
12/09/03,0.134249538
13/09/03,0
14/09/03,0.902625918
15/09/03,0.477581382
16/09/03,2.19128776
17/09/03,14.5274973
18/09/03,4.78167009
19/09/03,3.74435091
20/09/03,1.07E-08
21/09/03,2.12277102
22/09/03,9.30064011
23/09/03,1.27021492
24/09/03,55.9744644
25/09/03,0.147375852
26/09/03,15.1041632
27/09/03,10.9172916
28/09/03,18.1682224
29/09/03,1.83855188
30/09/03,7.48865414
1/10/03,3.25935006
2/10/03,2.93782306
3/10/03,0
4/10/03,2.47090364
5/10/03,26.5387115
6/10/03,3.80792212
7/10/03,36.5833168
8/10/03,15.5060425
9/10/03,2.31833053
10/10/03,15.8288479
11/10/03,4.36396313
12/10/03,21.7585011
13/10/03,10.3890686
14/10/03,9.77186394
15/10/03,21.9946995
16/10/03,8.76451492
17/10/03,0.057190269
18/10/03,0
19/10/03,4.63436413
20/10/03,26.5866184
21/10/03,1.28048098
22/10/03,0
23/10/03,0.198146939
24/10/03,2.00279784
25/10/03,1.13043594
26/10/03,0
27/10/03,0.229174182
28/10/03,17.5771084
29/10/03,3.7299962
30/10/03,3.87187147
31/10/03,0.178936258
1/11/03,1.12568545
2/11/03,25.2764778
3/11/03,34.3539314
4/11/03,1.21639431
5/11/03,0.659706175
6/11/03,4.68278217
7/11/03,1.39047956
8/11/03,6.07331991
9/11/03,0.014195829
10/11/03,1.66361749
11/11/03,4.82545614
12/11/03,6.86439753
13/11/03,3.0766871
14/11/03,7.3900671
15/11/03,4.58478069
16/11/03,0.044422671
17/11/03,6.09107685
18/11/03,0.061508447
19/11/03,0.700571299
20/11/03,5.27085686
21/11/03,7.82407665
22/11/03,0.858747125
23/11/03,0.973403633
24/11/03,3.15789628
25/11/03,6.69677067
26/11/03,7.8840065
27/11/03,10.6865854
28/11/03,3.86335421
29/11/03,0.045036834
30/11/03,1.30952299
1/12/03,7.20414448
2/12/03,24.3693752
3/12/03,2.35877204
4/12/03,15.3778763
5/12/03,1.49268317
6/12/03,18.3828945
7/12/03,7.78832722
8/12/03,4.54788733
9/12/03,6.13030386
10/12/03,3.29224014
11/12/03,10.5914507
12/12/03,0.239361018
13/12/03,0.738488615
14/12/03,6.2791357
15/12/03,4.41761827
16/12/03,0
17/12/03,6.24407434
18/12/03,42.8331795
19/12/03,2.37572837
20/12/03,5.32851934
21/12/03,6.25370884
22/12/03,2.47164965
23/12/03,0.176220909
24/12/03,2.17712545
25/12/03,4.06977463
26/12/03,5.82569885
27/12/03,5.88796186
28/12/03,0
29/12/03,0
30/12/03,1.90278137
31/12/03,4.25701714
1/01/04,2.61150265
2/01/04,6.06838083
3/01/04,7.44108486
4/01/04,3.75986052
5/01/04,0.713374317
6/01/04,2.27534127
7/01/04,0.641684711
8/01/04,3.53942442
9/01/04,17.3632221
10/01/04,4.79470968
11/01/04,12.2857609
12/01/04,6.0649271
13/01/04,0.141493276
14/01/04,0.391220629
15/01/04,0.253216267
16/01/04,0.003120781
17/01/04,0.321657777
18/01/04,0.763974309
19/01/04,0
20/01/04,0
21/01/04,0
22/01/04,0
23/01/04,0.002835288
24/01/04,0.138015151
25/01/04,0
26/01/04,0
27/01/04,0
28/01/04,0
29/01/04,0
30/01/04,0.001121299
31/01/04,0
1/02/04,0
2/02/04,0.360067457
3/02/04,0.581602275
4/02/04,1.35952055
5/02/04,0.00860731
6/02/04,0.213962302
7/02/04,1.61367285
8/02/04,0.896839321
9/02/04,0.398003489
10/02/04,0.022282399
11/02/04,0.225858465
12/02/04,3.34208584
13/02/04,1.82960212
14/02/04,0.486388057
15/02/04,2.09386444
16/02/04,0.713147342
17/02/04,0.239025876
18/02/04,1.38578653
19/02/04,21.7528992
20/02/04,9.74181461
21/02/04,2.48659992
22/02/04,0.807179391
23/02/04,12.3088655
24/02/04,12.9425125
25/02/04,0.774276555
26/02/04,22.378046
27/02/04,3.72176933
28/02/04,0.201856539
29/02/04,14.6438227
1/03/04,4.07948875
2/03/04,22.8137836
3/03/04,6.69514084
4/03/04,19.9642887
5/03/04,47.0623436
6/03/04,5.45416784
7/03/04,2.64127088
8/03/04,1.39727938
9/03/04,0.315419078
10/03/04,18.660696
11/03/04,5.94148064
12/03/04,0.47270298
13/03/04,4.85093737
14/03/04,22.6389256
15/03/04,8.01083565
16/03/04,2.96646166
17/03/04,6.34374762
18/03/04,2.12744832
19/03/04,4.47388506
20/03/04,11.9739676
21/03/04,1.1714288
22/03/04,4.83346319
23/03/04,4.15024042
24/03/04,5.99358273
25/03/04,9.57860851
26/03/04,2.31870914
27/03/04,34.0423965
28/03/04,45.743103
29/03/04,6.01107502
30/03/04,0.464230448
31/03/04,74.472702
1/04/04,24.1321144
2/04/04,9.02807999
3/04/04,28.5050373
4/04/04,0.313817114
5/04/04,32.1394882
6/04/04,7.42295599
7/04/04,3.850245
8/04/04,4.09243822
9/04/04,1.42658651
10/04/04,0.520676315
11/04/04,18.0860653
12/04/04,0.082857251
13/04/04,0.454500228
14/04/04,3.45326114
15/04/04,4.16898441
16/04/04,29.701189
17/04/04,17.248064
18/04/04,4.49023724
19/04/04,27.398201
20/04/04,11.4655018
21/04/04,16.8935375
22/04/04,0.982441068
23/04/04,34.0608597
24/04/04,29.4236069
25/04/04,0.484068602
26/04/04,4.97191858
27/04/04,8.84072685
28/04/04,4.49705219
29/04/04,0.16867961
30/04/04,55.0690041
1/05/04,30.9734287
2/05/04,0.517911971
3/05/04,50.9407768
4/05/04,3.40977502
5/05/04,20.0363197
6/05/04,1.1683017
7/05/04,7.78696728
8/05/04,0.703154325
9/05/04,0.840845048
10/05/04,4.50425768
11/05/04,9.93986034
12/05/04,12.4887638
13/05/04,22.978054
14/05/04,24.206562
15/05/04,5.53244829
16/05/04,53.6722527
17/05/04,2.16829562
18/05/04,23.4517727
19/05/04,4.07706833
20/05/04,11.6274166
21/05/04,9.95252895
22/05/04,8.552845
23/05/04,44.6410828
24/05/04,33.5396919
25/05/04,4.36539936
26/05/04,0.874810278
27/05/04,12.1298399
28/05/04,29.4379025
29/05/04,0.744856238
30/05/04,3.66424012
31/05/04,2.3429389
1/06/04,9.78174496
2/06/04,25.4522686
3/06/04,3.29808307
4/06/04,16.0174675
5/06/04,5.42959595
6/06/04,16.0226784
7/06/04,7.7887249
8/06/04,14.9107513
9/06/04,3.91185284
10/06/04,2.92671251
11/06/04,14.5273676
12/06/04,22.3854122
13/06/04,28.2049026
14/06/04,13.4044266
15/06/04,1.58177722
16/06/04,0.013704911
17/06/04,3.05399179
18/06/04,1.22340238
19/06/04,0.38456437
20/06/04,14.1339092
21/06/04,8.25719357
22/06/04,9.99597359
23/06/04,7.94243431
24/06/04,15.708931
25/06/04,3.20652914
26/06/04,11.0421333
27/06/04,31.1628189
28/06/04,55.4866486
29/06/04,0.52281177
30/06/04,13.5983219
1/07/04,1.81511617
2/07/04,0.094982095
3/07/04,20.6752625
4/07/04,1.05295622
5/07/04,53.7825737
6/07/04,3.15939713
7/07/04,1.82970703
8/07/04,1.52974391
9/07/04,0.561825931
10/07/04,8.89656639
11/07/04,0.37662518
12/07/04,50.9670715
13/07/04,7.32615185
14/07/04,10.2970963
15/07/04,13.5610094
16/07/04,5.464746
17/07/04,36.4900551
18/07/04,0.326403558
19/07/04,3.51856232
20/07/04,9.17060852
21/07/04,3.05592752
22/07/04,0.029333243
23/07/04,18.8027267
24/07/04,3.55138397
25/07/04,0.365573227
26/07/04,20.9512424
27/07/04,3.96596098
28/07/04,23.2935505
29/07/04,14.6862516
30/07/04,4.17436504
31/07/04,13.9584656
1/08/04,1.5638181
2/08/04,2.15092587
3/08/04,4.27616787
4/08/04,0.069194607
5/08/04,0.802861333
6/08/04,57.4351425
7/08/04,52.5936203
8/08/04,9.91108227
9/08/04,11.3422327
10/08/04,0.58620882
11/08/04,0.797789693
12/08/04,0.099315248
13/08/04,0.518826246
14/08/04,5.7887907
15/08/04,6.93898106
16/08/04,1.5830847
17/08/04,55.71698
18/08/04,13.2929125
19/08/04,9.43501377
20/08/04,4.97811365
21/08/04,7.20053101
22/08/04,2.0405488
23/08/04,0.968997598
24/08/04,8.39518356
25/08/04,9.54200363
26/08/04,1.89148569
27/08/04,5.12813139
28/08/04,9.02240562
29/08/04,4.82260227
30/08/04,15.1531887
31/08/04,27.2379093
1/09/04,18.8794079
2/09/04,1.73477888
3/09/04,12.6750469
4/09/04,37.5455017
5/09/04,0.124537192
6/09/04,0.952034295
7/09/04,18.785862
8/09/04,0.117128253
9/09/04,6.6252017
10/09/04,39.3712769
11/09/04,1.61681604
12/09/04,0.628405869
13/09/04,13.7553015
14/09/04,0.124596849
15/09/04,0
16/09/04,26.1574173
17/09/04,1.59335649
18/09/04,0.940690219
19/09/04,0.084857971
20/09/04,9.29289532
21/09/04,9.00622559
22/09/04,0.009683935
23/09/04,21.817955
24/09/04,8.11711693
25/09/04,2.40549803
26/09/04,5.76785469
27/09/04,4.72147655
28/09/04,20.0277576
29/09/04,3.07078886
30/09/04,0.97544384
1/10/04,8.93621254
2/10/04,7.77994823
3/10/04,11.7115097
4/10/04,1.04480398
5/10/04,74.7003784
6/10/04,2.44554901
7/10/04,0.850558877
8/10/04,9.62988853
9/10/04,0.031178486
10/10/04,0.114204705
11/10/04,3.37252688
12/10/04,0.282333463
13/10/04,0.062632948
14/10/04,3.3122611
15/10/04,0.557234406
16/10/04,1.39294839
17/10/04,15.5401974
18/10/04,3.65292954
19/10/04,0.988579333
20/10/04,29.3419781
21/10/04,0.143639177
22/10/04,0.503574312
23/10/04,11.9586954
24/10/04,25.3085155
25/10/04,11.8584337
26/10/04,0.281128943
27/10/04,5.04414845
28/10/04,71.0823517
29/10/04,1.68445814
30/10/04,3.67317986
31/10/04,11.8318205
1/11/04,0.989182234
2/11/04,4.91524029
3/11/04,0.542615354
4/11/04,14.2859373
5/11/04,0.129949391
6/11/04,2.66408706
7/11/04,3.42894769
8/11/04,3.13675404
9/11/04,1.35601926
10/11/04,0.760474563
11/11/04,0.02452396
12/11/04,15.6903572
13/11/04,22.2285194
14/11/04,12.5288649
15/11/04,4.37370729
16/11/04,2.83346152
17/11/04,49.9597282
18/11/04,0.364294618
19/11/04,3.9288609
20/11/04,4.01339769
21/11/04,1.58000529
22/11/04,0.349050552
23/11/04,13.9576025
24/11/04,2.3215282
25/11/04,60.6420441
26/11/04,3.50659108
27/11/04,0.122700624
28/11/04,0.196255192
29/11/04,3.5747931
30/11/04,6.03615236
1/12/04,1.08500779
2/12/04,5.39251375
3/12/04,14.2714701
4/12/04,3.77731442
5/12/04,11.2031183
6/12/04,0.175237894
7/12/04,3.83526587
8/12/04,0.107248984
9/12/04,0.157001927
10/12/04,1.09105206
11/12/04,24.7807617
12/12/04,5.69229507
13/12/04,19.0546188
14/12/04,17.6070309
15/12/04,1.24332201
16/12/04,5.33244991
17/12/04,0.630726933
18/12/04,0.950860739
19/12/04,10.2244825
20/12/04,4.55861473
21/12/04,1.3266542
22/12/04,26.6551991
23/12/04,2.79737806
24/12/04,0.14391543
25/12/04,0
26/12/04,0
27/12/04,0.012246839
28/12/04,0.206586629
29/12/04,1.59E-06
30/12/04,0.125986755
31/12/04,7.05621481
1/01/05,55.934948
2/01/05,4.86764479
3/01/05,5.8028264
4/01/05,8.5806551
5/01/05,1.19828939
6/01/05,0.239091009
7/01/05,6.33644772
8/01/05,9.5822401
9/01/05,2.8976922
10/01/05,45.3276711
11/01/05,9.52345276
12/01/05,0.146950781
13/01/05,4.97930145
14/01/05,0.074567288
15/01/05,0.370152235
16/01/05,0.104849242
17/01/05,8.17E-05
18/01/05,2.46732903
19/01/05,0.091295995
20/01/05,0
21/01/05,0.598996639
22/01/05,0.80730319
23/01/05,1.39353406
24/01/05,0.535236061
25/01/05,4.67676258
26/01/05,0.44582209
27/01/05,2.86864018
28/01/05,2.28669333
29/01/05,19.4768448
30/01/05,12.3028431
31/01/05,0.512472212
1/02/05,2.4426558
2/02/05,9.07606411
3/02/05,6.20914841
4/02/05,2.60459685
5/02/05,1.8406415
6/02/05,33.6139107
7/02/05,5.62111902
8/02/05,1.54517424
9/02/05,5.06663084
10/02/05,21.3275356
11/02/05,4.7944479
12/02/05,8.86202812
13/02/05,14.8986731
14/02/05,0.715107262
15/02/05,0.323262662
16/02/05,2.31E-10
17/02/05,1.71083057
18/02/05,2.07643151
19/02/05,37.2614403
20/02/05,2.74172688
21/02/05,3.04570198
22/02/05,7.03728914
23/02/05,1.82479107
24/02/05,3.39127731
25/02/05,2.01506925
26/02/05,0.018873731
27/02/05,1.90685475
28/02/05,8.00226212
1/03/05,1.91135323
2/03/05,9.32773399
3/03/05,29.2320118
4/03/05,36.5403137
5/03/05,0.382123917
6/03/05,39.3482857
7/03/05,15.8020611
8/03/05,15.2150402
9/03/05,13.5213747
10/03/05,6.09978628
11/03/05,4.83611917
12/03/05,1.09712458
13/03/05,0.42234996
14/03/05,1.16544914
15/03/05,19.9608917
16/03/05,3.97882533
17/03/05,23.2016411
18/03/05,4.88259268
19/03/05,6.71004295
20/03/05,12.042243
21/03/05,5.34694195
22/03/05,0.257317036
23/03/05,7.11723852
24/03/05,10.2120323
25/03/05,2.65309191
26/03/05,2.72897625
27/03/05,1.38435543
28/03/05,2.03979015
29/03/05,32.1017876
30/03/05,2.29269981
31/03/05,13.8857994
1/04/05,14.530982
2/04/05,4.99567413
3/04/05,10.5862246
4/04/05,25.6933937
5/04/05,0.600773335
6/04/05,61.0273323
7/04/05,81.9055023
8/04/05,13.7295265
9/04/05,1.94100928
10/04/05,6.08877277
11/04/05,2.52267003
12/04/05,5.58606148
13/04/05,20.8622475
14/04/05,14.2918749
15/04/05,19.3323212
16/04/05,9.9475956
17/04/05,36.4375381
18/04/05,1.99940741
19/04/05,6.53884459
20/04/05,12.9729195
21/04/05,28.7793789
22/04/05,8.9740448
23/04/05,39.7343597
24/04/05,0.922837615
25/04/05,3.84908128
26/04/05,7.39727974
27/04/05,3.00095367
28/04/05,9.21244526
29/04/05,0.113578074
30/04/05,2.49086761
1/05/05,3.29651022
2/05/05,0.096002899
3/05/05,3.14244294
4/05/05,10.9417086
5/05/05,5.67386818
6/05/05,1.67367792
7/05/05,1.49847686
8/05/05,2.46663857
9/05/05,16.332943
10/05/05,7.13469553
11/05/05,2.82002234
12/05/05,1.29424727
13/05/05,1.52285588
14/05/05,14.7043257
15/05/05,12.0445185
16/05/05,6.87120724
17/05/05,6.20998764
18/05/05,4.09473562
19/05/05,1.98492754
20/05/05,0.925012112
21/05/05,7.93569231
22/05/05,35.6544075
23/05/05,4.40225363
24/05/05,3.34949446
25/05/05,9.19379997
26/05/05,12.5889215
27/05/05,1.96835601
28/05/05,47.7983665
29/05/05,4.05144167
30/05/05,12.1455698
31/05/05,22.8227558
1/06/05,1.78062093
2/06/05,10.2027044
3/06/05,2.90892172
4/06/05,12.4438009
5/06/05,34.2014427
6/06/05,33.579113
7/06/05,0.562045276
8/06/05,6.74219275
9/06/05,57.2962875
10/06/05,13.6460638
11/06/05,1.49385118
12/06/05,2.03434372
13/06/05,2.41565013
14/06/05,3.65834451
15/06/05,6.56878042
16/06/05,51.4516373
17/06/05,12.1189766
18/06/05,2.91402435
19/06/05,10.433754
20/06/05,19.3102303
21/06/05,3.93441749
22/06/05,0.240358412
23/06/05,1.30918038
24/06/05,0.008472357
25/06/05,3.80363083
26/06/05,1.28605366
27/06/05,1.88611948
28/06/05,1.44261777
29/06/05,7.98372126
30/06/05,9.84431171
1/07/05,5.68914843
2/07/05,0.15385747
3/07/05,4.76231623
4/07/05,12.1985645
5/07/05,64.3369446
6/07/05,12.5309381
7/07/05,16.8763351
8/07/05,15.4915209
9/07/05,0.584954023
10/07/05,1.40557539
11/07/05,11.8285866
12/07/05,5.79564667
13/07/05,0.255551368
14/07/05,0.622638404
15/07/05,11.9398766
16/07/05,4.14935827
17/07/05,11.3145599
18/07/05,9.67434025
19/07/05,33.4871674
20/07/05,3.82957625
21/07/05,0.32397148
22/07/05,0
23/07/05,7.84262133
24/07/05,5.21527719
25/07/05,1.09068573
26/07/05,1.37316525
27/07/05,7.37275934
28/07/05,0.25893259
29/07/05,21.1306267
30/07/05,2.04084063
31/07/05,0.146498412
1/08/05,1.56957281
2/08/05,2.22095084
3/08/05,8.79084492
4/08/05,7.2764492
5/08/05,1.05859601
6/08/05,6.04033852
7/08/05,2.9353137
8/08/05,4.17118931
9/08/05,40.0278702
10/08/05,26.3825893
11/08/05,0.12555258
12/08/05,0.189717844
13/08/05,8.18255043
14/08/05,3.56356883
15/08/05,29.4967766
16/08/05,10.2094078
17/08/05,3.15861702
18/08/05,33.2304115
19/08/05,13.4108343
20/08/05,1.84140992
21/08/05,2.34503651
22/08/05,8.87910843
23/08/05,18.3352737
24/08/05,1.81444335
25/08/05,12.6795397
26/08/05,0.140784189
27/08/05,9.12E-08
28/08/05,2.84444523
29/08/05,1.16833436
30/08/05,7.88309479
31/08/05,2.89044952
1/09/05,1.34808159
2/09/05,15.438036
3/09/05,2.71686316
4/09/05,0.000117593
5/09/05,1.14014065
6/09/05,11.7109222
7/09/05,0.869756699
8/09/05,4.8967557
9/09/05,37.2805443
10/09/05,1.57229006
11/09/05,0.056898322
12/09/05,1.25480592
13/09/05,28.5642929
14/09/05,0.195753649
15/09/05,0.533778787
16/09/05,0.678597629
17/09/05,1.4438833
18/09/05,1.32315397
19/09/05,2.56341267
20/09/05,22.3266296
21/09/05,4.64438009
22/09/05,2.83838964
23/09/05,0.769315958
24/09/05,0.597270727
25/09/05,2.84862328
26/09/05,8.02457523
27/09/05,93.5280991
28/09/05,0.554762661
29/09/05,0.035344657
30/09/05,0
1/10/05,0.054430205
2/10/05,10.0421305
3/10/05,0.29323402
4/10/05,1.70550108
5/10/05,2.66381288
6/10/05,4.06655645
7/10/05,2.6142447
8/10/05,43.5578346
9/10/05,4.05328608
10/10/05,0.849019527
11/10/05,4.403584
12/10/05,2.32663131
13/10/05,3.68100548
14/10/05,17.9113922
15/10/05,1.20602071
16/10/05,8.48389339
17/10/05,2.78383136
18/10/05,0.29591918
19/10/05,7.48117828
20/10/05,2.57417464
21/10/05,8.67797184
22/10/05,6.26665211
23/10/05,2.09200931
24/10/05,25.5251732
25/10/05,6.59294939
26/10/05,0.402164549
27/10/05,2.12995672
28/10/05,9.29616833
29/10/05,1.38216066
30/10/05,56.1226273
31/10/05,7.37494755
1/11/05,10.446558
2/11/05,0.209237412
3/11/05,10.3275547
4/11/05,1.64210618
5/11/05,7.49053335
6/11/05,2.30814362
7/11/05,0.311134338
8/11/05,18.0454254
9/11/05,2.95604658
10/11/05,8.53013515
11/11/05,3.61871552
12/11/05,7.26694202
13/11/05,27.8756771
14/11/05,1.41353405
15/11/05,1.26591098
16/11/05,12.0840616
17/11/05,17.872015
18/11/05,0.793360591
19/11/05,20.4849854
20/11/05,1.88088429
21/11/05,4.19501257
22/11/05,9.00631142
23/11/05,11.7910604
24/11/05,13.6442451
25/11/05,10.8470764
26/11/05,1.80888975
27/11/05,0.087670304
28/11/05,3.32736254
29/11/05,0.152766734
30/11/05,0.351304203
1/12/05,8.16092587
2/12/05,17.538723
3/12/05,1.14992261
4/12/05,0.675803542
5/12/05,4.10339832
6/12/05,2.25786185
7/12/05,0.244310364
8/12/05,0.227223426
9/12/05,0.008239269
10/12/05,26.4530792
11/12/05,6.36533308
12/12/05,2.80366683
13/12/05,10.5997543
14/12/05,6.20189428
15/12/05,10.7327518
16/12/05,5.04812336
17/12/05,87.9616776
18/12/05,7.53878307
19/12/05,15.6218014
20/12/05,4.53874922
21/12/05,44.7801781
22/12/05,1.44890177
23/12/05,8.24053192
24/12/05,26.1338482
25/12/05,21.2282391
26/12/05,7.31911993
27/12/05,2.72168756
28/12/05,0
29/12/05,0
30/12/05,0.037697919
31/12/05,0.332778811
1/01/06,0.542933285
2/01/06,0.927564323
3/01/06,14.7514181
4/01/06,29.3857937
5/01/06,1.51331699
6/01/06,13.0931425
7/01/06,26.3903294
8/01/06,1.24448466
9/01/06,3.64553142
10/01/06,3.21523094
11/01/06,1.62203109
12/01/06,3.14087343
13/01/06,3.96212435
14/01/06,2.71875906
15/01/06,10.7523336
16/01/06,10.0859966
17/01/06,9.45135689
18/01/06,27.5059395
19/01/06,7.67152548
20/01/06,0.010754025
21/01/06,1.70365286
22/01/06,10.1619844
23/01/06,4.07618523
24/01/06,0.328216612
25/01/06,0.74203825
26/01/06,14.4816551
27/01/06,5.87404776
28/01/06,128.005371
29/01/06,10.6736755
30/01/06,9.74164772
31/01/06,27.376461
1/02/06,8.96692657
2/02/06,7.01812744
3/02/06,15.6780996
4/02/06,32.7403183
5/02/06,6.06165409
6/02/06,0.557157695
7/02/06,1.6713028
8/02/06,1.12450862
9/02/06,2.00344348
10/02/06,5.26154995
11/02/06,5.20458221
12/02/06,0.314954221
13/02/06,0.656975687
14/02/06,0
15/02/06,0
16/02/06,1.35703695
17/02/06,0.872155905
18/02/06,0.099780217
19/02/06,0.119280867
20/02/06,2.49207616
21/02/06,0.524924576
22/02/06,0.678161442
23/02/06,1.55188739
24/02/06,7.523983
25/02/06,1.0482291
26/02/06,7.10869884
27/02/06,0.03379982
28/02/06,4.8313961
1/03/06,1.81222522
2/03/06,0.071251184
3/03/06,0.066546194
4/03/06,5.37666988
5/03/06,6.42486906
6/03/06,63.6766434
7/03/06,9.40928364
8/03/06,3.68719387
9/03/06,8.42714596
10/03/06,6.92826653
11/03/06,7.4267745
12/03/06,0.277808517
13/03/06,0.02607066
14/03/06,5.84323072
15/03/06,17.9134007
16/03/06,11.6020374
17/03/06,8.37550735
18/03/06,10.7562628
19/03/06,20.8836365
20/03/06,14.7278013
21/03/06,25.659668
22/03/06,7.93704605
23/03/06,5.11691093
24/03/06,0.091589272
25/03/06,2.30493927
26/03/06,2.52275729
27/03/06,26.5504303
28/03/06,0.009744787
29/03/06,0.535798728
30/03/06,5.66084337
31/03/06,11.2740469
1/04/06,1.10132158
2/04/06,7.27178288
3/04/06,15.6586142
4/04/06,21.9504375
5/04/06,16.320755
6/04/06,0.001093108
7/04/06,1.00939536
8/04/06,0.285080463
9/04/06,3.71360159
10/04/06,10.328475
11/04/06,18.3461304
12/04/06,1.25645256
13/04/06,10.2528048
14/04/06,11.7303772
15/04/06,0.101171866
16/04/06,0.950680256
17/04/06,4.18556404
18/04/06,6.26202488
19/04/06,0.529158294
20/04/06,15.8563795
21/04/06,1.89033043
22/04/06,6.12899876
23/04/06,39.0660439
24/04/06,1.77451861
25/04/06,3.75361133
26/04/06,24.6940918
27/04/06,10.8443995
28/04/06,1.25384188
29/04/06,1.25674164
30/04/06,8.64233875
1/05/06,31.4993191
2/05/06,52.790535
3/05/06,0.451836169
4/05/06,10.2497902
5/05/06,62.0668755
6/05/06,6.49754143
7/05/06,10.8415041
8/05/06,47.771656
9/05/06,1.58220911
10/05/06,1.95709753
11/05/06,0.647220194
12/05/06,0.012120714
13/05/06,0.002307664
14/05/06,2.7531271
15/05/06,1.86803842
16/05/06,4.22729254
17/05/06,11.4152517
18/05/06,21.3153229
19/05/06,62.5190544
20/05/06,9.78228951
21/05/06,3.99532199
22/05/06,1.3439672
23/05/06,44.0300064
24/05/06,3.73475003
25/05/06,5.47278118
26/05/06,26.2929974
27/05/06,0.081318639
28/05/06,20.2661896
29/05/06,4.21630049
30/05/06,5.65666056
31/05/06,1.03986597
1/06/06,0.883088946
2/06/06,34.0921326
3/06/06,0.006453598
4/06/06,50.4353905
5/06/06,44.4240494
6/06/06,9.19474316
7/06/06,18.988451
8/06/06,28.7285271
9/06/06,3.85089707
10/06/06,0.774025321
11/06/06,41.4667549
12/06/06,4.41594648
13/06/06,0.033542734
14/06/06,16.2026176
15/06/06,8.33940506
16/06/06,3.59350228
17/06/06,18.616209
18/06/06,6.34993887
19/06/06,9.834198
20/06/06,2.70842242
21/06/06,19.8508987
22/06/06,22.1934738
23/06/06,6.67860794
24/06/06,6.64044714
25/06/06,2.60339046
26/06/06,10.254384
27/06/06,16.1541271
28/06/06,8.64184284
29/06/06,1.00260675
30/06/06,2.42614055
1/07/06,20.5845928
2/07/06,34.8205185
3/07/06,6.34434938
4/07/06,0.12191736
5/07/06,17.1176796
6/07/06,13.7122459
7/07/06,1.15535653
8/07/06,9.29887962
9/07/06,3.65292406
10/07/06,6.22969818
11/07/06,4.2570653
12/07/06,2.33743
13/07/06,42.9092102
14/07/06,44.8560066
15/07/06,15.5871773
16/07/06,21.4890175
17/07/06,3.34885788
18/07/06,6.78366423
19/07/06,2.39585543
20/07/06,1.34643853
21/07/06,0.177737772
22/07/06,1.08760631
23/07/06,0.090957329
24/07/06,4.85611248
25/07/06,9.70508289
26/07/06,0.012288536
27/07/06,41.8627892
28/07/06,21.6867352
29/07/06,73.3814392
30/07/06,0.589408159
31/07/06,2.06581616
1/08/06,12.0843182
2/08/06,0.497642905
3/08/06,0.388514757
4/08/06,3.424927
5/08/06,4.44811678
6/08/06,0.62432754
7/08/06,9.2514143
8/08/06,2.0477674
9/08/06,1.26095843
10/08/06,44.4581451
11/08/06,0.16668956
12/08/06,0.672347784
13/08/06,1.19746029
14/08/06,9.39928722
15/08/06,4.94987822
16/08/06,14.0800667
17/08/06,9.88792324
18/08/06,42.5047531
19/08/06,1.60712779
20/08/06,14.8122883
21/08/06,1.32486141
22/08/06,12.6571016
23/08/06,1.12446761
24/08/06,39.7169418
25/08/06,7.55911684
26/08/06,2.14808011
27/08/06,0.17779851
28/08/06,7.59814072
29/08/06,4.84410143
30/08/06,0.075759724
31/08/06,2.35624266
1/09/06,0.114763565
2/09/06,11.0137272
3/09/06,2.18843389
4/09/06,0.097464077
5/09/06,56.853817
6/09/06,0.426497459
7/09/06,0.309484631
8/09/06,1.14320707
9/09/06,4.70015526
10/09/06,13.8721285
11/09/06,2.13997936
12/09/06,10.3230515
13/09/06,0.392676175
14/09/06,0.389285654
15/09/06,3.37190127
16/09/06,8.69574261
17/09/06,5.0328083
18/09/06,2.34097362
19/09/06,0.207043201
20/09/06,4.06311655
21/09/06,1.51089191
22/09/06,6.21457338
23/09/06,1.20597994
24/09/06,0.345407367
25/09/06,18.2545776
26/09/06,0
27/09/06,0.296960205
28/09/06,1.0276283
29/09/06,8.85308933
30/09/06,1.47150564
1/10/06,3.21172619
2/10/06,3.17247963
3/10/06,3.82364678
4/10/06,12.0758333
5/10/06,0
6/10/06,2.88568759
7/10/06,86.2009583
8/10/06,0.652109146
9/10/06,0.926653028
10/10/06,0.469879955
11/10/06,26.1330509
12/10/06,8.38504314
13/10/06,46.1662598
14/10/06,25.8945789
15/10/06,21.2536545
16/10/06,32.1732521
17/10/06,5.64804173
18/10/06,1.06327772
19/10/06,0.124630421
20/10/06,3.69441056
21/10/06,15.7452126
22/10/06,6.19894648
23/10/06,29.8134346
24/10/06,0.974483609
25/10/06,1.0529865
26/10/06,3.55009747
27/10/06,3.45908928
28/10/06,13.6704922
29/10/06,0.041326717
30/10/06,9.6345377
31/10/06,19.9349918
1/11/06,3.00885463
2/11/06,17.0366802
3/11/06,2.8386693
4/11/06,8.17952919
5/11/06,20.9213219
6/11/06,1.44767308
7/11/06,56.7055817
8/11/06,42.7237549
9/11/06,8.3012495
10/11/06,0.131767392
11/11/06,8.40057755
12/11/06,7.76281834
13/11/06,3.23794603
14/11/06,3.02912927
15/11/06,13.4354572
