LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	CHECKLIST COMMENTS	
2024-10-14 23:30:28.031906	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-01-25	06:30:00	obsr1374315		S159792242	Traveling	Traveling	P22			300	2.000		9	1	G11590325		
2024-12-17 11:49:33.979959	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-28	09:46:00	obsr3509732		S205738356	Traveling	Traveling	P22			117	1.850		1	1			
2024-12-19 21:59:52.299843	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr817735		S205955243	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-27 10:46:02.12168	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr4738023		S206751972	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-20 05:23:04.412839	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr912672		S205970282	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-27 10:46:02.248532	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr4738023		S206751975	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-20 05:23:04.54057	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr912672		S205970284	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-19 21:59:52.346262	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr817735		S205955221	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-20 04:44:14.747662	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr1272796		S205968289	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-19 21:59:52.299843	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr2811905		S205957400	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-19 21:59:52.346262	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr2811905		S205957401	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-20 04:50:48.725231	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr1272796		S205968287	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr912672		S205970283	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-22 21:29:16.159127	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-14	06:00:00	obsr1134029		S206263019	Traveling	Traveling	P22			300	3.000		3	1	G13572177		
2024-12-17 11:47:54.108939	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-29	07:15:00	obsr3509732		S205738220	Traveling	Traveling	P22			324	5.270		1	1			
2024-10-17 23:07:23.996903	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr3230294		S163283277	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:25.522509	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-10	06:10:00	obsr1498022		S161312789	Traveling	Traveling	P22			743	4.080		5	1	G11702830		
2024-10-17 23:07:25.18102	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-10	22:03:00	obsr1095083		S161174438	Incidental	Incidental	P20						1	0			
2024-10-17 23:07:25.351546	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-10	06:10:00	obsr1325831		S161170339	Traveling	Traveling	P22			743	4.080		5	1	G11702830		
2024-02-12 09:27:51.88364	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	04:17:00	obsr1498022		S161312782	Traveling	Traveling	P22			509	7.400		4	1	G11702826		
2024-02-12 09:27:51.88364	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	04:17:00	obsr1325831		S160990201	Traveling	Traveling	P22			509	7.400		4	1	G11702826		
2024-08-05 14:53:32.736871	Colombia	CO	Vaupés	CO-VAU							Vía sin nombre, Vaupés, CO (1.145, -70.128)	L35511959	P	1.1445745	-70.1280229	2024-08-04	10:46:00	obsr92695		S190355407	Traveling	Traveling	P22			20	0.190		6	0			
2024-12-20 12:47:39.896774	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr3509732		S206003541	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-20 12:47:40.020072	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr3509732		S206003543	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-17 01:47:31.438935	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-22	14:51:00	obsr1210909		S203494472	Traveling	Traveling	P22			131	1.368		5	1	G13424036	Rainy, dark, and quiet for most of the list.	
2024-12-17 01:47:31.438935	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-22	14:51:00	obsr288062		S203379202	Traveling	Traveling	P22			131	1.368		5	1	G13424036	Rainy, dark, and quiet for most of the list.	
2024-12-17 01:47:31.438935	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-22	14:51:00	obsr923646		S204249793	Traveling	Traveling	P22			131	1.368		5	1	G13424036	Rainy, dark, and quiet for most of the list.	
2024-12-17 01:47:31.438935	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-22	14:51:00	obsr418238		S203379201	Traveling	Traveling	P22			131	1.368		5	1	G13424036	Rainy, dark, and quiet for most of the list.	
2024-12-21 11:14:13.707541	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr3156114		S206086258	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-21 11:14:13.863074	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr3156114		S206086261	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr3156114		S206086259	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2025-04-09 00:39:47.183544	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-25	06:13:00	obsr1432713		S200247991	Traveling	Traveling	P22			356	3.250		5	1	G13267183	Heard only:-BF ANTBIRD-YT ANTWREN-DB PYGMY TYRANT -BT WOODCREEPER -DUSKY T ANTSHRIKE-Dusky Capped GREENLET-SC piha-Gc spadebill	
2025-04-09 00:39:47.183544	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-25	06:13:00	obsr234809		S200247990	Traveling	Traveling	P22			356	3.250		5	1	G13267183	Heard only:-BF ANTBIRD-YT ANTWREN-DB PYGMY TYRANT -BT WOODCREEPER -DUSKY T ANTSHRIKE-Dusky Capped GREENLET-SC piha-Gc spadebill	
2025-04-09 00:39:47.183544	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-25	06:13:00	obsr727803		S200251942	Traveling	Traveling	P22			356	3.250		5	1	G13267183	Heard only:-BF ANTBIRD-YT ANTWREN-DB PYGMY TYRANT -BT WOODCREEPER -DUSKY T ANTSHRIKE-Dusky Capped GREENLET-SC piha-Gc spadebill	
2025-04-09 00:39:47.183544	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-25	06:13:00	obsr540063		S200247989	Traveling	Traveling	P22			356	3.250		5	1	G13267183	Heard only:-BF ANTBIRD-YT ANTWREN-DB PYGMY TYRANT -BT WOODCREEPER -DUSKY T ANTSHRIKE-Dusky Capped GREENLET-SC piha-Gc spadebill	
2024-12-07 16:03:00.969137	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-01	06:42:00	obsr110288		S201072720	Traveling	Traveling	P22			323	2.310		3	1	G13300929		
2024-12-06 18:33:59.670555	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-01	06:42:00	obsr3509732		S201018283	Traveling	Traveling	P22			323	2.310		3	1	G13300929		
2024-12-06 18:33:59.670555	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-01	06:42:00	obsr269273		S201018235	Traveling	Traveling	P22			323	2.310		3	1	G13300929		
2025-04-14 01:04:32.598194	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-10		obsr1412622		S225452000	Historical	Historical	P62							0			
2025-04-14 01:12:35.43486	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08		obsr1412622		S225452619	Historical	Historical	P62							0			
2024-10-03 21:01:57.846481	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-04-10	05:45:00	obsr433512		S168092512	Traveling	Traveling	P22			5	0.152		2	1	G12073526		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr1332395		S206830552	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-27 20:44:46.231291	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	15:15:00	obsr1332395		S206830551	Traveling	Traveling	P22			57	1.100		8	1	G13583333		
2024-12-27 20:44:46.35029	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	18:05:00	obsr1332395		S206830553	Traveling	Traveling	P22			54	1.420		8	1	G13583334		
2025-01-21 12:11:06.339893	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-03	06:38:00	obsr166228		S204381842	Traveling	Traveling	P22			274	4.200		4	1		with Edwin & Omar	
2024-10-17 23:07:22.906597	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr674509		S160384253	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:23.092	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr216870		S160816509	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:23.268125	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr1132396		S160830917	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:23.448835	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr1310676		S160843044	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:22.714499	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-01-23	06:10:00	obsr1093718		S159654818	Traveling	Traveling	P22			420	6.250		3	1			
2024-04-02 22:29:08.145781	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-03-24	06:29:00	obsr4824338		S165898119	Traveling	Traveling	P22			254	1.830		3	1	G11963364		
2024-04-02 22:29:08.145781	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-03-24	06:29:00	obsr269273		S165893662	Traveling	Traveling	P22			254	1.830		3	1	G11963364		
2024-11-14 13:07:03.884755	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-14	07:12:00	obsr4050453		S202476354	Traveling	Traveling	P22			199	3.043		4	1	G13373991		
2024-11-14 13:00:38.238452	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-14	10:42:00	obsr4050453		S202476491	Traveling	Traveling	P22			55	1.776		5	1			
2024-11-14 13:07:03.884755	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-14	07:12:00	obsr759264		S202476976	Traveling	Traveling	P22			199	3.043		4	1	G13373991		
2024-02-09 12:53:49.374043	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	14:44:00	obsr1325831		S160990240	Traveling	Traveling	P22			174	7.310		4	1	G11681884		
2024-02-09 12:53:49.374043	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	14:44:00	obsr1498022		S161023534	Traveling	Traveling	P22			174	7.310		4	1	G11681884		
2024-01-09 13:21:31.320002	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-01-09	07:30:00	obsr1421921		S158520726	Traveling	Traveling	P22			180	2.000		3	0			
2024-12-28 11:09:32.732347	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	07:30:00	obsr817735		S205955148	Traveling	Traveling	P22			330	4.250		8	1	G13583335		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr4738023		S206751973	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr3509732		S206003542	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr2811905		S205957396	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-28 11:09:32.732347	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	07:30:00	obsr1332395		S206830554	Traveling	Traveling	P22			330	4.250		8	1	G13583335		
2024-12-28 11:09:32.732347	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	07:30:00	obsr3156114		S206086262	Traveling	Traveling	P22			330	4.250		8	1	G13583335		
2024-12-28 11:09:32.732347	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	07:30:00	obsr3509732		S206003544	Traveling	Traveling	P22			330	4.250		8	1	G13583335		
2024-12-28 11:09:32.732347	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	07:30:00	obsr4738023		S206751976	Traveling	Traveling	P22			330	4.250		8	1	G13583335		
2025-02-09 00:09:57.941318	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-16	14:59:00	obsr1085391		S202727150	Traveling	Traveling	P22			143	2.160		8	1	G13387927		
2025-02-09 00:09:57.941318	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-16	14:59:00	obsr1052941		S202728556	Traveling	Traveling	P22			143	2.160		8	1	G13387927		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr1272796		S205968288	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-28 11:28:55.367438	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	16:52:00	obsr817735		S205955232	Traveling	Traveling	P22			43	1.240		8	1	G13583332		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr912672		S205970281	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr817735		S205955262	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr4738023		S206751971	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr3509732		S206003540	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr3156114		S206086257	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr2811905		S206002702	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2025-02-08 21:52:28.627697	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-16	06:24:00	obsr269273		S161705037	Traveling	Traveling	P22			350	3.240		4	1			
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr1332395		S206830550	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-28 11:20:42.121273	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-19	14:28:00	obsr1272796		S205968286	Traveling	Traveling	P22			45	0.900		8	1	G13583330		
2024-12-21 21:35:44.355809	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-14	06:00:00	obsr766405		S205429971	Traveling	Traveling	P22			300	3.000		3	1	G13572177		
2024-04-09 23:39:55.737645	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-04-09	13:10:00	obsr893589		S167896439	Traveling	Traveling	P22			10	1.561		3	1	G12067081		
2024-04-09 23:39:55.737645	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-04-09	13:10:00	obsr433512		S167957006	Traveling	Traveling	P22			10	1.561		3	1	G12067081		
2024-10-17 23:07:23.799119	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr1174086		S161279813	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-10-17 23:07:23.625874	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-01	06:02:00	obsr1598981		S160861953	Traveling	Traveling	P22			350	4.000		13	1	G11668112		
2024-11-16 20:40:25.785341	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-11-16	15:05:00	obsr659244		S202728823	Traveling	Traveling	P22			141	1.595		8	1			
2025-04-13 23:48:10.239467	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-12		obsr1412622		S225446887	Historical	Historical	P62							0			
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr4594650		S160977202	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr1798218		S167525785	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr793683		S160976320	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr810318		S160975954	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr2907636		S160975278	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-08 12:37:45.783269	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-02-08	05:45:00	obsr2371377		S161392051	Traveling	Traveling	P22			719	16.263		6	1	G11679198		
2024-12-17 18:29:12.64463	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-17	06:03:00	obsr424592		S205775111	Traveling	Traveling	P22			360	6.820		1	1		W/Steph and Miguel Portura. Heavy rain started at 11:15am.	
2024-12-05 17:40:51.234976	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-28	06:38:00	obsr110288		S200910503	Traveling	Traveling	P22			305	3.130		3	1	G13286027		
2024-12-05 16:42:57.0275	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-10-28	06:38:00	obsr269273		S200657256	Traveling	Traveling	P22			305	3.130		3	1	G13286027		
2024-12-17 18:28:58.126204	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3571110	H	1.1380562	-70.1134560	2024-12-17	06:20:00	obsr309531		S205775086	Traveling	Traveling	P22			342	2.157		1	1		With Tobias Rohmer and Miguel Portura	
2024-09-17 16:28:04.552625	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-07-03	08:30:00	obsr6318127		S194997803	Historical	Historical	P62			120	2.000		2	1		Se estaba haciendo senderismo y se escucho el ave, perseguimos el sonido y el ave se poso	
2024-10-12 21:07:43.666021	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-10-12	16:40:00	obsr6318127		S198628794	Stationary	Stationary	P21			60			5	1			
2024-10-15 02:37:18.949703	Colombia	CO	Vaupés	CO-VAU							Humedal  B/ el progreso	L36690422	P	1.2550325	-70.2254746	2024-07-27	09:30:00	obsr2774010		S195675769	Traveling	Traveling	P22			120	1.000		3	1		el avistamiento al humedal de barrio el progreso él día fue soleado	
2024-10-12 14:29:16.502286	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-10-12	06:30:00	obsr6318127		S198531974	Traveling	Traveling	P22			180	6.000		5	1		Grupo del colegio iniciando en el mundo del avistamiento	
2024-11-01 15:58:10.679289	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-11-01	14:40:00	obsr6318127		S201024331	Stationary	Stationary	P21			60			3	0		alexander calderon l.	
2024-11-01 15:54:00.843658	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-11-01	07:00:00	obsr6318127		S201023932	Stationary	Stationary	P21			480			1	0		Perchado sobre cable	
2024-10-15 02:36:49.127836	Colombia	CO	Vaupés	CO-VAU							Humedal Navarro Bonilla-Mitú Vaupés	L36669534	P	1.2567049	-70.2293486	2024-07-27	05:30:00	obsr2774010		S195571741	Traveling	Traveling	P22			120	1.000		3	1		avistamiento en el humedal de barrio navarro bonilla con clima despejado y claro para visualizar las aves	
2024-11-06 11:03:45.646087	Colombia	CO	Vaupés	CO-VAU							Humedal Navarro Bonilla-Mitú Vaupés	L36669534	P	1.2567049	-70.2293486	2024-10-26	05:30:00	obsr2774010		S201581244	Traveling	Traveling	P22			240	2.000		7	1		Se realizo el  avistamiento de aves con un día soleado	
2024-09-18 11:12:40.838309	Colombia	CO	Vaupés	CO-VAU							Humedal humberto Solano-Mitú Vaupés	L36670330	P	1.2565111	-70.2294186	2024-07-27	07:30:00	obsr2774010		S195576906	Traveling	Traveling	P22			120	1.000		3	1		Avistamiento de aves con día despejado	
2025-02-15 10:37:35.97082	Colombia	CO	Vaupés	CO-VAU							Taraira	L36550038	H	-0.5651242	-69.6352421	2024-11-08	09:00:00	obsr6318127		S212636518	Incidental	Incidental	P20						2	0			
2024-09-19 10:21:41.075612	Colombia	CO	Vaupés	CO-VAU							Comunidad Wacara-sendero cerro avina	L36691217	P	1.2897548	-70.1138766	2024-08-18	05:30:00	obsr2774010		S195680050	Traveling	Traveling	P22			180	2.000		8	1		se realizo el avistamiento con un día despejado y soleado	
